Date,Close/Last,RSI,
05/19/2016,700.32,38.831882,
05/18/2016,706.63,43.301236,
05/17/2016,706.23,42.926466,
05/16/2016,716.49,50.655959,
05/13/2016,710.83,45.811509,
05/12/2016,713.31,47.656568,
05/11/2016,715.29,49.07683,
05/10/2016,723.18,54.949923,
05/09/2016,712.9,47.59611,
05/06/2016,711.12,46.228254,
05/05/2016,701.43,38.343208,
05/04/2016,695.7,33.124141,
05/03/2016,692.36,30.016417,
05/02/2016,698.21,32.389007,
04/29/2016,693.01,27.825065,
04/28/2016,691.02,26.107086,
04/27/2016,705.84,31.062846,
04/26/2016,708.14,31.908876,
04/25/2016,723.15,37.98542,
04/22/2016,718.77,34.720616,
04/21/2016,759.14,61.638676,
04/20/2016,752.67,56.808754,
04/19/2016,753.93,58.090676,
04/18/2016,766.61,73.013061,
04/15/2016,759,68.665305,
04/14/2016,753.2,64.772333,
04/13/2016,751.72,63.737697,
04/12/2016,743.09,57.130027,
04/11/2016,736.1,50.563259,
04/08/2016,739.15,53.799508,
04/07/2016,740.28,54.972716,
04/06/2016,745.69,60.673829,
04/05/2016,737.8,54.477066,
04/04/2016,745.29,62.952086,
04/01/2016,749.91,68.902762,
03/31/2016,744.95,65.776995,
03/30/2016,750.53,73.229759,
03/29/2016,744.77,70.080337,
03/28/2016,733.53,62.288527,
03/24/2016,735.3,64.675634,
03/23/2016,738.06,68.351772,
03/22/2016,740.75,71.938499,
03/21/2016,742.09,73.671681,
03/18/2016,737.6,71.608921,
03/17/2016,737.78,71.811918,
03/16/2016,736.09,71.120126,
03/15/2016,728.33,67.860509,
03/14/2016,730.49,69.835112,
