Date,Open,High,Low,Close,Volume,Adj Close
2017-03-13,851.77002,855.690002,851.710022,854.590027,1906100,854.590027
2017-03-06,845.22998,857.349976,841.119995,852.460022,2313000,852.460022
2017-02-27,842.380005,854.830017,839.669983,849.880005,2460400,849.880005
2017-02-21,848.840027,860.859985,837.75,845.23999,3308600,845.23999
2017-02-13,831.619995,847.27002,828.549988,845.070007,3126500,845.070007
2017-02-06,809.799988,828.00,803.00,827.460022,3002400,827.460022
2017-01-30,833.00,842.48999,804.00,810.200012,5593400,810.200012
2017-01-23,806.799988,843.840027,805.080017,835.77002,3223200,835.77002
2017-01-17,815.700012,816.02002,803.440002,808.330017,2965600,808.330017
2017-01-09,798.00,821.650024,789.51001,817.140015,3522800,817.140015
2017-01-03,757.919983,799.440002,747.700012,795.98999,4446700,795.98999
2016-12-27,763.400024,780.00,748.280029,749.869995,3296300,749.869995
2016-12-19,758.890015,774.390015,756.159973,760.590027,2461300,760.590027
2016-12-12,766.400024,782.460022,754.00,757.77002,4446200,757.77002
2016-12-05,745.00,773.789978,742.00,768.659973,3477200,768.659973
2016-11-28,776.98999,777.00,736.700012,740.340027,4070600,740.340027
2016-11-21,766.00,792.400024,765.109985,780.369995,3813800,780.369995
2016-11-14,745.51001,767.73999,710.099976,760.159973,5116300,760.159973
2016-11-07,771.640015,791.73999,717.700012,739.01001,7448900,739.01001
2016-10-31,781.030029,800.840027,753.22998,755.049988,4947900,755.049988
2016-10-24,824.950012,843.090027,774.609985,776.320007,5910900,776.320007
2016-10-17,821.50,823.26001,803.099976,818.98999,2781900,818.98999
2016-10-10,843.25,845.200012,821.210022,822.960022,2777300,822.960022
2016-10-03,836.00,847.210022,830.26001,839.429993,2859800,839.429993
2016-09-26,801.799988,839.950012,797.150024,837.309998,4049100,837.309998
2016-09-19,779.969971,807.75,771.00,805.75,2677000,805.75
2016-09-12,757.349976,780.460022,756.00,778.52002,3459600,778.52002
2016-09-06,774.039978,790.789978,760.109985,760.140015,3108000,760.140015
2016-08-29,768.719971,776.00,764.00,772.440002,1903100,772.440002
2016-08-22,757.50,770.00,752.099976,769.00,1869400,769.00
2016-08-15,771.900024,772.039978,756.890015,757.309998,1883200,757.309998
2016-08-08,766.809998,773.75,761.02002,772.559998,1809900,772.559998
2016-08-01,759.869995,770.50,750.349976,765.97998,3329100,765.97998
2016-07-25,746.549988,766.00,732.75,758.809998,4503300,758.809998
2016-07-18,735.48999,751.280029,728.719971,744.859985,2396100,744.859985
2016-07-11,750.00,757.340027,734.049988,735.440002,3694600,735.440002
2016-07-05,722.799988,746.099976,719.609985,745.809998,3186100,745.809998
2016-06-27,692.01001,728.00,682.119995,725.679993,3690100,725.679993
2016-06-20,713.50,722.119995,692.200012,698.960022,3706500,698.960022
2016-06-13,714.01001,722.559998,699.179993,706.390015,3512800,706.390015
2016-06-06,726.50,731.50,714.210022,717.909973,2651300,717.909973
2016-05-31,712.330017,728.280029,711.320007,725.539978,3318800,725.539978
2016-05-23,704.25,716.599976,696.419983,712.23999,2717900,712.23999
2016-05-16,710.130005,714.469971,688.76001,702.799988,4155800,702.799988
2016-05-09,673.950012,722.450012,671.409973,709.919983,5447500,709.919983
2016-05-02,663.919983,685.50,656.00,673.950012,5073700,673.950012
2016-04-25,616.609985,669.97998,599.200012,659.590027,5491200,659.590027
2016-04-18,625.349976,638.01001,611.559998,620.50,3736300,620.50
2016-04-11,596.140015,626.77002,592.309998,625.890015,3194700,625.890015
2016-04-04,599.00,602.390015,585.25,594.599976,2682100,594.599976
2016-03-28,584.400024,603.23999,575.559998,598.50,3400700,598.50
2016-03-21,548.909973,583.549988,538.580017,582.950012,4581300,582.950012
2016-03-14,567.00,581.52002,546.090027,552.080017,4818700,552.080017
2016-03-07,573.539978,573.630005,547.900024,569.609985,4345000,569.609985
2016-02-29,554.00,585.00,552.51001,575.140015,3984700,575.140015
2016-02-22,542.200012,562.50,533.150024,555.22998,5050300,555.22998
2016-02-16,519.47998,541.200012,511.660004,534.900024,4913000,534.900024
2016-02-08,486.470001,516.75,474.00,507.079987,7294300,507.079987
2016-02-01,578.150024,581.799988,499.190002,502.130005,7724700,502.130005
2016-01-25,597.98999,638.059998,570.00,587.00,8401500,587.00
2016-01-19,577.090027,600.099976,547.179993,596.380005,5711400,596.380005
2016-01-11,612.47998,625.98999,565.299988,570.179993,6452600,570.179993
2016-01-04,656.289978,657.719971,605.210022,607.049988,6610800,607.049988
2015-12-28,665.559998,696.440002,665.50,675.890015,4188900,675.890015
2015-12-21,668.50,669.900024,656.630005,662.789978,2433200,662.789978
2015-12-14,641.75,682.50,635.27002,664.140015,4714100,664.140015
2015-12-07,674.73999,679.98999,639.619995,640.150024,4291500,640.150024
2015-11-30,675.900024,684.820007,661.400024,672.640015,4863400,672.640015
2015-11-23,671.50,682.77002,661.210022,673.26001,3398300,673.26001
2015-11-16,640.919983,672.859985,622.289978,668.450012,4965400,668.450012
2015-11-09,658.650024,675.960022,640.450012,642.349976,4694200,642.349976
2015-11-02,627.130005,662.26001,620.409973,659.369995,3943900,659.369995
2015-10-26,602.299988,630.719971,596.289978,625.900024,3950600,625.900024
2015-10-19,570.76001,619.450012,552.52002,599.030029,6103800,599.030029
2015-10-12,539.960022,570.940002,539.679993,570.76001,3709800,570.76001
2015-10-05,536.98999,551.50,519.890015,539.799988,3984000,539.799988
2015-09-28,520.02002,532.599976,490.50,532.539978,4452600,532.539978
2015-09-21,544.330017,549.780029,521.400024,524.25,3378900,524.25
2015-09-14,529.440002,546.969971,517.200012,540.26001,3715700,540.26001
2015-09-08,508.690002,529.950012,508.51001,529.440002,3496300,529.440002
2015-08-31,516.440002,519.409973,493.429993,499.00,3283200,499.00
2015-08-24,463.579987,522.690002,451.00,518.01001,6199300,518.01001
2015-08-17,531.289978,539.48999,494.470001,494.470001,3616200,494.470001
2015-08-10,528.52002,534.659973,513.059998,531.52002,2828900,531.52002
2015-08-03,537.450012,542.73999,518.210022,522.619995,3325500,522.619995
2015-07-27,527.75,544.950012,523.119995,536.150024,4657000,536.150024
2015-07-20,492.570007,580.570007,475.700012,529.419983,8466600,529.419983
2015-07-13,448.290009,485.420013,447.540009,483.01001,4141600,483.01001
2015-07-06,435.230011,444.720001,425.570007,443.51001,2480800,443.51001
2015-06-29,434.980011,440.00,429.00,437.709991,2170100,437.709991
2015-06-22,437.00,447.040009,433.690002,438.100006,2510200,438.100006
2015-06-15,427.660004,444.98999,422.640015,434.920013,2881300,434.920013
2015-06-08,425.619995,438.890015,419.140015,429.920013,2322000,429.920013
2015-06-01,430.399994,438.390015,426.200012,426.950012,2212300,426.950012
2015-05-26,426.200012,432.50,422.00,429.230011,2350900,429.230011
2015-05-18,426.00,436.899994,418.359985,427.630005,2638500,427.630005
2015-05-11,432.51001,439.00,424.299988,426.00,2493300,426.00
2015-05-04,424.799988,435.200012,414.549988,433.690002,2670800,433.690002
2015-04-27,443.859985,446.98999,416.00,422.869995,4081300,422.869995
2015-04-20,378.549988,452.649994,377.00,445.100006,7658200,445.100006
2015-04-13,383.529999,387.809998,374.399994,375.559998,2466200,375.559998
2015-04-06,370.100006,387.119995,369.359985,382.649994,2521500,382.649994
2015-03-30,371.869995,377.700012,368.339996,372.25,2165100,372.25
2015-03-23,378.070007,381.769989,365.649994,370.559998,2687300,370.559998
2015-03-16,370.380005,379.369995,366.700012,378.48999,2544900,378.48999
2015-03-09,378.399994,379.329987,366.26001,370.579987,2669800,370.579987
2015-03-02,380.850006,388.420013,378.880005,380.089996,2333000,380.089996
2015-02-23,383.440002,389.369995,376.160004,380.160004,2498300,380.160004
2015-02-17,377.720001,383.700012,372.670013,383.660004,3133900,383.660004
2015-02-09,371.00,383.00,367.200012,381.829987,2812900,381.829987
2015-02-02,350.049988,378.799988,350.01001,374.279999,6350800,374.279999
2015-01-26,311.820007,359.50,299.329987,354.529999,8333300,354.529999
2015-01-20,292.589996,316.929993,286.390015,312.390015,5749800,312.390015
2015-01-12,297.559998,301.50,285.25,290.73999,4183900,290.73999
2015-01-05,307.01001,308.380005,292.380005,296.929993,2922800,296.929993
2014-12-29,307.850006,314.75,306.579987,308.519989,2483300,308.519989
2014-12-22,301.940002,310.779999,301.940002,309.089996,2781200,309.089996
2014-12-15,308.869995,310.859985,293.029999,299.899994,6244700,299.899994
2014-12-08,311.570007,316.559998,301.140015,307.320007,3470200,307.320007
2014-12-01,338.119995,340.640015,310.839996,312.630005,3994300,312.630005
2014-11-24,334.779999,341.26001,331.279999,338.640015,2588600,338.640015
2014-11-17,326.440002,338.329987,318.029999,332.630005,3903800,332.630005
2014-11-10,300.00,332.880005,300.00,327.820007,4271900,327.820007
2014-11-03,306.23999,308.01001,292.290009,299.859985,3549900,299.859985
2014-10-27,285.700012,305.720001,285.019989,305.459991,5002200,305.459991
2014-10-20,302.950012,318.980011,284.00,287.059998,7751800,287.059998
2014-10-13,309.869995,313.200012,293.829987,303.640015,4446000,303.640015
2014-10-06,323.50,324.130005,311.380005,311.390015,3075600,311.390015
2014-09-29,320.50,325.160004,311.309998,322.73999,2848200,322.73999
2014-09-22,328.48999,329.48999,317.640015,323.209991,2934200,323.209991
2014-09-15,330.910004,332.76001,319.00,331.320007,4171800,331.320007
2014-09-08,344.540009,345.809998,326.390015,331.190002,3509800,331.190002
2014-09-02,339.980011,349.380005,337.160004,346.380005,2598000,346.380005
2014-08-25,333.209991,346.670013,332.709991,339.040009,2553200,339.040009
2014-08-18,335.480011,337.799988,330.799988,331.589996,2038400,331.589996
2014-08-11,318.480011,335.00,316.880005,333.630005,3328100,333.630005
2014-08-04,308.839996,317.320007,308.50,316.799988,2998200,316.799988
2014-07-28,324.25,324.820007,304.589996,307.059998,5083600,307.059998
2014-07-21,358.100006,364.850006,314.76001,324.01001,6557900,324.01001
2014-07-14,347.029999,359.679993,345.359985,358.660004,4065500,358.660004
2014-07-07,337.50,347.00,321.399994,346.200012,4106400,346.200012
2014-06-30,324.980011,338.299988,322.23999,337.48999,2617600,337.48999
2014-06-23,323.329987,329.730011,321.410004,324.570007,2534900,324.570007
2014-06-16,324.859985,338.899994,320.420013,324.200012,4630000,324.200012
2014-06-09,331.570007,340.720001,323.529999,326.269989,3670700,326.269989
2014-06-02,312.589996,330.880005,303.839996,329.670013,3946000,329.670013
2014-05-27,314.410004,314.869995,307.380005,312.549988,3553400,312.549988
2014-05-19,295.76001,312.350006,293.809998,312.23999,3083600,312.23999
2014-05-12,294.299988,305.600006,290.380005,297.700012,3698900,297.700012
2014-05-05,306.369995,310.230011,284.380005,292.23999,4425700,292.23999
2014-04-28,304.00,313.290009,288.00,308.01001,6680200,308.01001
2014-04-21,323.970001,337.50,302.709991,303.829987,7157900,303.829987
2014-04-14,317.670013,328.660004,305.50,324.910004,4569000,324.910004
2014-04-07,320.98999,332.179993,309.50,311.730011,6425100,311.730011
2014-03-31,342.399994,348.299988,315.609985,323.00,6261400,323.00
2014-03-24,360.089996,361.50,330.880005,338.290009,4638600,338.290009
2014-03-17,375.720001,379.00,358.399994,360.619995,3081100,360.619995
2014-03-10,372.690002,383.109985,363.609985,373.73999,3559900,373.73999
2014-03-03,358.73999,375.329987,354.480011,372.059998,2911400,372.059998
2014-02-24,345.190002,365.869995,343.290009,362.100006,3598000,362.100006
2014-02-18,355.279999,355.730011,344.380005,346.76001,4217200,346.76001
2014-02-10,361.609985,365.00,346.320007,357.350006,4190900,357.350006
2014-02-03,358.980011,361.799988,337.730011,361.079987,5439000,361.079987
2014-01-27,390.50,406.25,357.76001,358.690002,7368400,358.690002
2014-01-21,403.00,408.059998,387.269989,387.600006,3166600,387.600006
2014-01-13,397.980011,403.48999,388.450012,399.609985,2993900,399.609985
2014-01-06,395.850006,406.890015,388.420013,397.660004,2437100,397.660004
2013-12-30,399.410004,402.709991,392.450012,396.440002,2207900,396.440002
2013-12-23,403.690002,405.630005,396.25,398.079987,1973800,398.079987
2013-12-16,385.029999,404.720001,383.100006,402.200012,3109100,402.200012
2013-12-09,388.109985,389.420013,379.50,384.23999,2619700,384.23999
2013-12-02,399.00,399.00,381.369995,386.950012,2932600,386.950012
2013-11-25,373.820007,394.100006,373.179993,393.619995,2593100,393.619995
2013-11-18,370.279999,374.50,360.450012,372.309998,2268700,372.309998
2013-11-11,350.589996,372.899994,345.679993,369.170013,3205900,369.170013
2013-11-04,360.119995,362.869995,341.880005,350.309998,2626200,350.309998
2013-10-28,359.920013,366.00,356.100006,359.00,3224200,359.00
2013-10-21,329.890015,368.399994,323.799988,363.390015,5439500,363.390015
2013-10-14,309.220001,331.890015,305.23999,328.929993,2997800,328.929993
2013-10-07,315.23999,315.339996,296.50,310.890015,2643000,310.890015
2013-09-30,313.410004,322.920013,311.059998,319.040009,2145400,319.040009
2013-09-23,314.01001,319.369995,308.769989,316.01001,1914900,316.01001
2013-09-16,299.820007,320.570007,295.26001,316.339996,2940900,316.339996
2013-09-09,297.220001,302.00,296.200012,297.920013,1624200,297.920013
2013-09-03,284.730011,298.880005,284.170013,295.859985,2361200,295.859985
2013-08-26,290.429993,291.049988,279.329987,280.980011,1749100,280.980011
2013-08-19,285.190002,291.50,283.480011,290.01001,1852700,290.01001
2013-08-12,295.790009,299.079987,284.50,284.820007,1990600,284.820007
2013-08-05,303.399994,303.619995,292.549988,297.26001,2067300,297.26001
2013-07-29,311.070007,313.00,298.899994,304.209991,2726100,304.209991
2013-07-22,309.25,313.619995,295.549988,312.01001,4148800,312.01001
2013-07-15,307.269989,309.390015,301.869995,305.230011,2594400,305.230011
2013-07-08,286.420013,307.549988,286.140015,307.549988,3235800,307.549988
2013-07-01,279.00,286.579987,277.160004,285.880005,2371200,285.880005
2013-06-24,271.290009,280.200012,265.00,277.690002,3011100,277.690002
2013-06-17,276.350006,283.339996,269.790009,273.359985,3008500,273.359985
2013-06-10,276.679993,282.470001,270.290009,273.98999,2644700,273.98999
2013-06-03,268.959991,280.100006,262.950012,276.869995,3050700,276.869995
2013-05-28,266.480011,271.910004,264.839996,269.200012,2604000,269.200012
2013-05-20,269.00,271.790009,258.339996,261.73999,2195700,261.73999
2013-05-13,262.769989,269.980011,262.00,269.899994,2348100,269.899994
2013-05-06,258.089996,263.649994,252.910004,263.630005,2814600,263.630005
2013-04-29,254.899994,259.25,245.75,258.049988,4641400,258.049988
2013-04-22,259.350006,275.799988,252.809998,254.809998,5277800,254.809998
2013-04-15,271.079987,275.119995,256.600006,260.320007,2867600,260.320007
2013-04-08,255.919998,273.269989,255.630005,272.869995,2546300,272.869995
2013-04-01,266.980011,267.399994,253.669998,255.479996,2418300,255.479996
2013-03-25,258.579987,267.380005,254.50,266.48999,2570800,266.48999
2013-03-18,259.299988,261.48999,252.070007,257.75,3025700,257.75
2013-03-11,273.429993,277.399994,260.049988,261.820007,3425500,261.820007
2013-03-04,265.359985,276.679993,264.140015,274.190002,2601700,274.190002
2013-02-25,266.940002,268.690002,255.729996,265.73999,2982600,265.73999
2013-02-19,265.910004,274.299988,261.609985,265.420013,3286300,265.420013
2013-02-11,263.200012,270.649994,256.600006,265.089996,3816600,265.089996
2013-02-04,262.779999,268.029999,255.110001,261.950012,3672300,261.950012
2013-01-28,283.779999,284.480011,258.350006,265.00,8091300,265.00
2013-01-22,271.619995,284.720001,266.649994,283.98999,3257900,283.98999
2013-01-14,268.00,274.50,267.540009,272.119995,2698800,272.119995
2013-01-07,262.970001,269.730011,262.299988,267.940002,3092600,267.940002
2012-12-31,243.75,260.880005,242.75,259.149994,2828700,259.149994
2012-12-24,257.299988,259.50,242.860001,245.179993,2658700,245.179993
2012-12-17,249.809998,263.109985,249.259995,256.920013,3365400,256.920013
2012-12-10,253.100006,254.779999,246.649994,249.190002,3060800,249.190002
2012-12-03,252.539993,255.550003,248.660004,253.270004,2937100,253.270004
2012-11-26,240.389999,252.649994,238.00,252.050003,3815600,252.050003
2012-11-19,228.320007,240.00,227.449997,239.880005,2774700,239.880005
2012-11-12,226.589996,229.220001,218.179993,225.229996,3110000,225.229996
2012-11-05,232.039993,237.75,224.600006,226.309998,2841300,226.309998
2012-10-31,236.320007,238.699997,230.50,232.419998,4025800,232.419998
2012-10-22,238.809998,238.949997,222.919998,238.240005,6143600,238.240005
2012-10-15,242.850006,250.910004,238.509995,240.00,3633400,240.00
2012-10-08,257.670013,259.799988,241.889999,242.360001,2971100,242.360001
2012-10-01,255.399994,261.899994,249.029999,258.51001,2605900,258.51001
2012-09-24,255.220001,258.950012,248.229996,254.320007,3177600,254.320007
2012-09-17,261.25,262.839996,256.73999,257.470001,3226200,257.470001
2012-09-10,259.00,264.109985,253.50,261.269989,2911400,261.269989
2012-09-04,248.270004,259.420013,244.660004,259.140015,4248500,259.140015
2012-08-27,245.789993,250.00,243.00,248.270004,2887900,248.270004
2012-08-20,241.369995,246.869995,238.199997,245.740005,2617500,245.740005
2012-08-13,232.229996,243.350006,231.00,241.169998,3082100,241.169998
2012-08-06,235.559998,238.00,231.429993,232.75,1767300,232.75
2012-07-30,237.00,240.740005,228.660004,234.970001,3121400,234.970001
2012-07-23,224.720001,238.339996,214.949997,237.320007,6484300,237.320007
2012-07-16,216.600006,229.389999,213.960007,228.289993,3140700,228.289993
2012-07-09,225.00,227.139999,212.610001,218.389999,2495300,218.389999
2012-07-02,229.300003,230.50,224.179993,225.050003,2386900,225.050003
2012-06-25,220.300003,228.350006,218.00,228.350006,3108900,228.350006
2012-06-18,217.279999,226.029999,216.729996,222.160004,2712200,222.160004
2012-06-11,217.490005,220.869995,212.559998,218.350006,3150700,218.350006
2012-06-04,207.399994,221.490005,206.369995,218.479996,3386900,218.479996
2012-05-29,214.300003,216.550003,207.110001,208.220001,3916900,208.220001
2012-05-21,214.029999,219.979996,211.179993,212.889999,3373800,212.889999
2012-05-14,225.600006,230.610001,212.809998,213.850006,4761800,213.850006
2012-05-07,222.360001,230.679993,218.199997,227.679993,4078100,227.679993
2012-04-30,223.949997,233.839996,223.050003,223.990005,5949100,223.990005
2012-04-23,188.990005,228.690002,185.509995,226.850006,8632600,226.850006
2012-04-16,189.009995,194.550003,183.649994,189.979996,3624200,189.979996
2012-04-09,192.020004,194.199997,185.610001,188.460007,3877600,188.460007
2012-04-02,198.020004,202.389999,192.360001,194.389999,5026300,194.389999
2012-03-26,196.479996,209.850006,195.50,202.509995,6721700,202.509995
2012-03-19,183.449997,196.199997,182.880005,195.039993,5401300,195.039993
2012-03-14,183.649994,185.679993,180.300003,185.050003,4264600,185.050003
