Date,Close/Last,RSI,
15:24,850.5,56.419135,
03/13/2017,854.59,63.522956,
03/10/2017,852.46,61.235243,
03/09/2017,853,62.124239,
03/08/2017,850.5,59.685602,
03/07/2017,846.02,55.014267,
03/06/2017,846.61,55.780355,
03/03/2017,849.88,59.94414,
03/02/2017,848.91,59.129658,
03/01/2017,853.08,64.178756,
02/28/2017,845.04,57.947716,
02/27/2017,848.64,62.315973,
02/24/2017,845.24,59.736047,
02/23/2017,852.19,68.343974,
02/22/2017,855.61,73.002903,
02/21/2017,856.44,74.106309,
02/17/2017,845.07,68.176039,
02/16/2017,844.14,67.630301,
02/15/2017,842.7,66.837808,
02/14/2017,836.39,63.293704,
02/13/2017,836.53,63.429065,
02/10/2017,827.46,58.219141,
02/09/2017,821.36,54.276375,
02/08/2017,819.71,53.201261,
02/07/2017,812.5,48.432765,
02/06/2017,807.64,45.035136,
02/03/2017,810.2,46.487186,
02/02/2017,839.95,70.14021,
02/01/2017,832.35,66.184357,
01/31/2017,823.48,60.717977,
01/30/2017,830.38,68.466688,
01/27/2017,835.77,75.215063,
01/26/2017,839.15,79.645554,
01/25/2017,836.52,78.769799,
01/24/2017,822.44,73.217644,
01/23/2017,817.88,71.007625,
01/20/2017,808.33,65.667757,
01/19/2017,809.04,66.487131,
01/18/2017,807.48,65.639318,
01/17/2017,809.72,67.85779,
01/13/2017,817.14,75.461273,
01/12/2017,813.64,74.235704,
01/11/2017,799.02,68.279871,
01/10/2017,795.9,66.806092,
01/09/2017,796.92,67.732025,
01/06/2017,795.99,67.360807,
01/05/2017,780.45,60.532621,
01/04/2017,757.18,45.036241,
01/03/2017,753.67,41.9416,
12/30/2016,749.87,38.571665,
12/29/2016,765.15,48.828464,
12/28/2016,772.13,54.821842,
12/27/2016,771.4,54.293781,
12/23/2016,760.59,45.860079,
12/22/2016,766.34,50.303594,
12/21/2016,770.6,53.778002,
12/20/2016,771.22,54.268975,
12/19/2016,766,50.870223,
12/16/2016,757.77,45.078277,
12/15/2016,761,47.03696,
12/14/2016,768.82,51.955987,
12/13/2016,774.34,55.653478,
12/12/2016,760.12,46.89062,
12/09/2016,768.66,52.497563,
12/08/2016,767.33,51.687847,
12/07/2016,770.42,53.598213,
12/06/2016,764.72,50.564861,
12/05/2016,759.36,47.669693,
12/02/2016,740.34,35.630191,
12/01/2016,743.65,36.962092,
11/30/2016,750.57,39.758525,
11/29/2016,762.52,45.056497,
11/28/2016,766.77,47.063883,
11/25/2016,780.37,53.991633,
11/23/2016,780.12,53.879316,
11/22/2016,785.33,56.464695,
11/21/2016,780,54.452361,
11/18/2016,760.16,46.106941,
11/17/2016,756.4,44.368369,
11/16/2016,746.49,39.758552,
11/15/2016,743.24,38.248251,
11/14/2016,719.07,25.796578,
11/11/2016,739.01,30.338794,
11/10/2016,742.38,31.173707,
11/09/2016,771.88,39.803464,
11/08/2016,787.75,45.964113,
11/07/2016,784.93,44.592638,
11/04/2016,755.05,26.899774,
11/03/2016,767.03,30.402979,
11/02/2016,765.56,29.387428,
11/01/2016,785.41,35.722274,
10/31/2016,789.82,37.33132,
10/28/2016,776.32,28.452354,
10/27/2016,818.36,47.191306,
10/26/2016,822.59,50.184369,
10/25/2016,835.18,60.455476,
10/24/2016,838.09,63.143849,
10/21/2016,818.99,50.012954,
10/20/2016,810.32,41.497978,
10/19/2016,817.69,47.716472,
10/18/2016,817.65,47.678174,
10/17/2016,812.95,43.284877,
10/14/2016,822.96,51.587854,
10/13/2016,829.28,57.898772,
10/12/2016,834.09,63.19409,
10/11/2016,831,61.139191,
10/10/2016,841.71,74.032658,
10/07/2016,839.43,72.939262,
10/06/2016,841.66,75.746808,
10/05/2016,844.36,79.063004,
10/04/2016,834.03,75.346511,
10/03/2016,836.74,78.642516,
09/30/2016,837.31,79.299178,
09/29/2016,829.05,76.769335,
09/28/2016,828.72,76.666804,
09/27/2016,816.11,72.491303,
09/26/2016,799.16,64.890576,
09/23/2016,805.75,71.835765,
09/22/2016,804.7,71.396766,
09/21/2016,789.74,64.251701,
09/20/2016,780.22,58.283446,
09/19/2016,775.1,54.61594,
09/16/2016,778.52,57.663573,
09/15/2016,769.69,51.356212,
09/14/2016,761.09,44.049582,
09/13/2016,761.01,43.979134,
09/12/2016,771.49,51.646058,
