Date,Close/Last,RSI,
15:26,236.970001,56.389201,
03/13/2017,237.81,64.000041,
03/10/2017,237.69,63.364291,
03/09/2017,236.86,58.839432,
03/08/2017,236.56,57.116466,
03/07/2017,237,60.457,
03/06/2017,237.71,66.068756,
03/03/2017,238.42,72.091264,
03/02/2017,238.27,71.599009,
03/01/2017,239.78,85.216678,
02/28/2017,236.47,76.338246,
02/27/2017,237.11,85.247478,
02/24/2017,236.74,84.293726,
02/23/2017,236.44,83.516062,
02/22/2017,236.28,83.114763,
02/21/2017,236.49,85.57569,
02/17/2017,235.09,82.459589,
02/16/2017,234.72,81.50946,
02/15/2017,234.92,83.715531,
02/14/2017,233.7,80.873573,
02/13/2017,232.77,78.272046,
02/10/2017,231.51,73.951873,
02/09/2017,230.6,70.085769,
02/08/2017,229.24,62.624256,
02/07/2017,228.94,60.677011,
02/06/2017,228.93,60.615454,
02/03/2017,229.34,64.331501,
02/02/2017,227.77,54.776791,
02/01/2017,227.62,53.710566,
01/31/2017,227.53,53.11363,
01/30/2017,227.55,53.250972,
01/27/2017,228.97,63.791462,
01/26/2017,229.33,66.808797,
01/25/2017,229.57,68.760211,
01/24/2017,227.6,60.164456,
01/23/2017,226.15,51.285085,
01/20/2017,226.74,55.843463,
01/19/2017,225.91,50.24419,
01/18/2017,226.75,56.805161,
01/17/2017,226.25,53.55621,
01/13/2017,227.05,60.061555,
01/12/2017,226.53,57.006499,
01/11/2017,227.1,61.659603,
01/10/2017,226.46,58.212862,
01/09/2017,226.46,58.212862,
01/06/2017,227.21,63.643794,
01/05/2017,226.4,60.018155,
01/04/2017,226.58,61.239584,
01/03/2017,225.24,55.120142,
12/30/2016,223.53,45.179896,
12/29/2016,224.35,49.955025,
12/28/2016,224.4,50.246461,
12/27/2016,226.27,62.524505,
12/23/2016,225.71,59.882416,
12/22/2016,225.38,58.324108,
12/21/2016,225.77,60.837638,
12/20/2016,226.4,64.904199,
12/19/2016,225.53,61.724412,
12/16/2016,225.04,59.881935,
12/15/2016,226.81,70.991781,
12/14/2016,225.88,68.202041,
12/13/2016,227.76,82.665988,
12/12/2016,226.25,79.527488,
12/09/2016,226.51,81.823314,
12/08/2016,225.15,78.964525,
12/07/2016,224.6,77.687242,
12/06/2016,221.7,68.65543,
12/05/2016,221,65.633385,
12/02/2016,219.68,58.909904,
12/01/2016,219.57,58.298011,
11/30/2016,220.38,64.68142,
11/29/2016,220.91,69.139617,
11/28/2016,220.48,67.504146,
11/25/2016,221.52,76.306766,
11/23/2016,220.7,73.890755,
11/22/2016,220.58,73.535328,
11/21/2016,220.15,72.32012,
11/18/2016,218.5,67.103465,
11/17/2016,218.99,70.662839,
11/16/2016,217.87,67.069563,
11/15/2016,218.28,69.889861,
11/14/2016,216.59,64.324627,
11/11/2016,216.42,63.71751,
11/10/2016,216.92,66.723202,
11/09/2016,216.3792,65.121612,
11/08/2016,214.11,57.374107,
11/07/2016,213.15,53.435909,
11/04/2016,208.55,22.595591,
11/03/2016,208.78,23.289727,
11/02/2016,209.74,26.327983,
11/01/2016,211.01,31.169282,
10/31/2016,212.55,38.99474,
10/28/2016,212.54,38.905098,
10/27/2016,213.17,42.441097,
10/26/2016,213.74,45.833146,
10/25/2016,214.17,48.462937,
10/24/2016,214.89,53.049988,
10/21/2016,213.98,47.385208,
10/20/2016,213.88,46.749775,
10/19/2016,214.28,48.874725,
10/18/2016,213.71,45.709919,
10/17/2016,212.38,37.597876,
